dataset_version,subset,file_path,file_name,file_size_bytes,row_count,columns,label_distribution,attack_type_distribution,min_timestamp,max_timestamp,can_id_count,payload_column_format,hash_md5
can-train-and-test,train_01,data/raw/can-train-and-test/set_04/train_01/speed-3.csv,speed-3.csv,25981307,649177,timestamp;arbitration_id;data_field;attack,"{""0"": 648844, ""1"": 333}","{""speed"": 333}",1672531200.0,1672531602.129219,54,hex_string_no_spaces,6519c2a54e7acdeff43a22df7de94076
can-train-and-test,train_01,data/raw/can-train-and-test/set_04/train_01/speed-4.csv,speed-4.csv,19603552,486777,timestamp;arbitration_id;data_field;attack,"{""0"": 486443, ""1"": 334}","{""speed"": 334}",1672531200.0,1672531501.473986,54,hex_string_no_spaces,db33e20cd924f45d72ac99de06e1d145
can-train-and-test,train_01,data/raw/can-train-and-test/set_04/train_01/speed-accessory-3.csv,speed-accessory-3.csv,10058153,249865,timestamp;arbitration_id;data_field;attack,"{""0"": 249660, ""1"": 205}","{""speed-accessory"": 205}",1672531200.0,1672531354.741886,50,hex_string_no_spaces,e8e5d62a116f17bb5f6a654b28f501bb
can-train-and-test,train_01,data/raw/can-train-and-test/set_04/train_01/speed-accessory-4.csv,speed-accessory-4.csv,15533840,387940,timestamp;arbitration_id;data_field;attack,"{""0"": 386303, ""1"": 1637}","{""speed-accessory"": 1637}",1672531200.0,1672531439.429235,54,hex_string_no_spaces,25e6e76fb5973aa8e55bc210dfbcece7
can-train-and-test,train_01,data/raw/can-train-and-test/set_04/train_01/standstill-3.csv,standstill-3.csv,32472163,810295,timestamp;arbitration_id;data_field;attack,"{""0"": 809782, ""1"": 513}","{""standstill"": 513}",1672531200.0,1672531701.862899,54,hex_string_no_spaces,b48ca2b26797b7779e32672b15815d5d
can-train-and-test,train_01,data/raw/can-train-and-test/set_04/train_01/standstill-4.csv,standstill-4.csv,14179466,352661,timestamp;arbitration_id;data_field;attack,"{""0"": 352589, ""1"": 72}","{""standstill"": 72}",1672531200.0,1672531418.523983,50,hex_string_no_spaces,9e2d8049a090e489908bae913d57144a
can-train-and-test,train_01,data/raw/can-train-and-test/set_04/train_01/systematic-3.csv,systematic-3.csv,40594450,1012913,timestamp;arbitration_id;data_field;attack,"{""0"": 1003139, ""1"": 9774}","{""systematic"": 9774}",1672531200.0,1672531821.707895,2048,hex_string_no_spaces,509e04af5b3412872382e19a85c6dda3
can-train-and-test,train_01,data/raw/can-train-and-test/set_04/train_01/systematic-4.csv,systematic-4.csv,49950983,1235881,timestamp;arbitration_id;data_field;attack,"{""0"": 1233676, ""1"": 2205}","{""systematic"": 2205}",1672531200.0,1672531964.5858982,2048,hex_string_no_spaces,8ea8316803944ef551e23ae2f08e71a6
can-train-and-test,test01,data/raw/can-train-and-test/set_04/test_01_known_vehicle_known_attack/interval-1.csv,interval-1.csv,34641107,857154,timestamp;arbitration_id;data_field;attack,"{""0"": 765470, ""1"": 91684}","{""interval"": 91684}",1672531200.0,1672531674.4132152,54,hex_string_no_spaces,e9ba54afe092ddac10dab5b92c0f7f1a
can-train-and-test,test01,data/raw/can-train-and-test/set_04/test_01_known_vehicle_known_attack/interval-2.csv,interval-2.csv,18663978,465145,timestamp;arbitration_id;data_field;attack,"{""0"": 451553, ""1"": 13592}","{""interval"": 13592}",1672531200.0,1672531479.8452291,54,hex_string_no_spaces,10d6aa8ddf11b49ecb56e9bf7fa7b869
can-train-and-test,test01,data/raw/can-train-and-test/set_04/test_01_known_vehicle_known_attack/rpm-1.csv,rpm-1.csv,19720399,488528,timestamp;arbitration_id;data_field;attack,"{""0"": 483698, ""1"": 4830}","{""rpm"": 4830}",1672531200.0,1672531499.769563,54,hex_string_no_spaces,bb51ad4beff596ae15457f148f91eb1b
can-train-and-test,test01,data/raw/can-train-and-test/set_04/test_01_known_vehicle_known_attack/rpm-2.csv,rpm-2.csv,22946502,569888,timestamp;arbitration_id;data_field;attack,"{""0"": 569420, ""1"": 468}","{""rpm"": 468}",1672531200.0,1672531552.905797,54,hex_string_no_spaces,07f527f10c08e3bdde56bc17b9726997
can-train-and-test,test01,data/raw/can-train-and-test/set_04/test_01_known_vehicle_known_attack/rpm-accessory-1.csv,rpm-accessory-1.csv,5220106,129817,timestamp;arbitration_id;data_field;attack,"{""0"": 128469, ""1"": 1348}","{""rpm-accessory"": 1348}",1672531200.0,1672531279.615557,54,hex_string_no_spaces,6e69fb15ed0ed22388d2e7d97f517c60
can-train-and-test,test01,data/raw/can-train-and-test/set_04/test_01_known_vehicle_known_attack/rpm-accessory-2.csv,rpm-accessory-2.csv,5596879,138381,timestamp;arbitration_id;data_field;attack,"{""0"": 138166, ""1"": 215}","{""rpm-accessory"": 215}",1672531200.0,1672531285.633497,50,hex_string_no_spaces,02e1ef09a51d1f2b5f87d2a1497b2ab9
can-train-and-test,test01,data/raw/can-train-and-test/set_04/test_01_known_vehicle_known_attack/speed-1.csv,speed-1.csv,30421072,757055,timestamp;arbitration_id;data_field;attack,"{""0"": 744180, ""1"": 12875}","{""speed"": 12875}",1672531200.0,1672531661.208904,54,hex_string_no_spaces,43ae1ad5b6836e8ad805bcb8875c89ac
can-train-and-test,test01,data/raw/can-train-and-test/set_04/test_01_known_vehicle_known_attack/speed-2.csv,speed-2.csv,28643415,714871,timestamp;arbitration_id;data_field;attack,"{""0"": 713513, ""1"": 1358}","{""speed"": 1358}",1672531200.0,1672531642.207928,54,hex_string_no_spaces,95df51d65c541a7f90d7dea4f106673f
can-train-and-test,test01,data/raw/can-train-and-test/set_04/test_01_known_vehicle_known_attack/speed-accessory-1.csv,speed-accessory-1.csv,10558989,262041,timestamp;arbitration_id;data_field;attack,"{""0"": 260611, ""1"": 1430}","{""speed-accessory"": 1430}",1672531200.0,1672531361.524695,50,hex_string_no_spaces,0c5e6532d5c7fb2bafeac56858990240
can-train-and-test,test01,data/raw/can-train-and-test/set_04/test_01_known_vehicle_known_attack/speed-accessory-2.csv,speed-accessory-2.csv,6647294,164771,timestamp;arbitration_id;data_field;attack,"{""0"": 164681, ""1"": 90}","{""speed-accessory"": 90}",1672531200.0,1672531302.066352,54,hex_string_no_spaces,b4febd227fd6aaaf4379af644251abea
can-train-and-test,test01,data/raw/can-train-and-test/set_04/test_01_known_vehicle_known_attack/standstill-1.csv,standstill-1.csv,12404934,306189,timestamp;arbitration_id;data_field;attack,"{""0"": 298327, ""1"": 7862}","{""standstill"": 7862}",1672531200.0,1672531384.897017,50,hex_string_no_spaces,e696eebc7e0245dcc06ac5c9cec2b31f
can-train-and-test,test01,data/raw/can-train-and-test/set_04/test_01_known_vehicle_known_attack/standstill-2.csv,standstill-2.csv,35735469,892327,timestamp;arbitration_id;data_field;attack,"{""0"": 889966, ""1"": 2361}","{""standstill"": 2361}",1672531200.0,1672531751.556603,54,hex_string_no_spaces,7b2c9a32bb7c89bb29ceb13cf2c38deb
can-train-and-test,test01,data/raw/can-train-and-test/set_04/test_01_known_vehicle_known_attack/systematic-1.csv,systematic-1.csv,20886277,519433,timestamp;arbitration_id;data_field;attack,"{""0"": 509965, ""1"": 9468}","{""systematic"": 9468}",1672531200.0,1672531516.060386,2048,hex_string_no_spaces,70938d51cc933f72b9ff7586f1d95fc4
can-train-and-test,test01,data/raw/can-train-and-test/set_04/test_01_known_vehicle_known_attack/systematic-2.csv,systematic-2.csv,25236201,630419,timestamp;arbitration_id;data_field;attack,"{""0"": 628052, ""1"": 2367}","{""systematic"": 2367}",1672531200.0,1672531589.246344,2048,hex_string_no_spaces,f4e46488ee54bdfa9d8267cb84a876bd
can-train-and-test,test02,data/raw/can-train-and-test/set_04/test_02_unknown_vehicle_known_attack/interval-1.csv,interval-1.csv,23948856,634191,timestamp;arbitration_id;data_field;attack,"{""0"": 619066, ""1"": 15125}","{""interval"": 15125}",1672531200.0,1672531510.995422,62,hex_string_no_spaces,c4d7e5b3b706f423c503c6dd7b78e643
can-train-and-test,test02,data/raw/can-train-and-test/set_04/test_02_unknown_vehicle_known_attack/interval-2.csv,interval-2.csv,62683875,1653840,timestamp;arbitration_id;data_field;attack,"{""0"": 1652661, ""1"": 1179}","{""interval"": 1179}",1672531200.0,1672532027.6774971,62,hex_string_no_spaces,f8df71fc5dc5ceb73e2ad7b0951004da
can-train-and-test,test02,data/raw/can-train-and-test/set_04/test_02_unknown_vehicle_known_attack/rpm-1.csv,rpm-1.csv,125672401,3296008,timestamp;arbitration_id;data_field;attack,"{""0"": 3295597, ""1"": 411}","{""rpm"": 411}",1672531200.0,1672533225.215664,62,hex_string_no_spaces,ec35ec1dcfa89aba78b69a6fde82aea1
can-train-and-test,test02,data/raw/can-train-and-test/set_04/test_02_unknown_vehicle_known_attack/rpm-2.csv,rpm-2.csv,74511748,1975925,timestamp;arbitration_id;data_field;attack,"{""0"": 1975831, ""1"": 94}","{""rpm"": 94}",1672531200.0,1672532188.994693,62,hex_string_no_spaces,dea0c78f8d72befc578ecbd08f3175ce
can-train-and-test,test02,data/raw/can-train-and-test/set_04/test_02_unknown_vehicle_known_attack/rpm-accessory-1.csv,rpm-accessory-1.csv,19994030,529658,timestamp;arbitration_id;data_field;attack,"{""0"": 529370, ""1"": 288}","{""rpm-accessory"": 288}",1672531200.0,1672531464.697468,62,hex_string_no_spaces,bc6c04ac8ef5e24fcef2447320cd1697
can-train-and-test,test02,data/raw/can-train-and-test/set_04/test_02_unknown_vehicle_known_attack/rpm-accessory-2.csv,rpm-accessory-2.csv,11574573,307113,timestamp;arbitration_id;data_field;attack,"{""0"": 307057, ""1"": 56}","{""rpm-accessory"": 56}",1672531200.0,1672531353.512389,62,hex_string_no_spaces,ac7866df8562e9a645d9dbfb6cfc0e25
can-train-and-test,test02,data/raw/can-train-and-test/set_04/test_02_unknown_vehicle_known_attack/speed-1.csv,speed-1.csv,99358561,2619677,timestamp;arbitration_id;data_field;attack,"{""0"": 2619663, ""1"": 14}","{""speed"": 14}",1672531200.0,1672532510.740895,62,hex_string_no_spaces,9236fb6121487d624dbffc2597e6e33c
can-train-and-test,test02,data/raw/can-train-and-test/set_04/test_02_unknown_vehicle_known_attack/speed-2.csv,speed-2.csv,104275419,2734513,timestamp;arbitration_id;data_field;attack,"{""0"": 2734475, ""1"": 38}","{""speed"": 38}",1672531200.0,1672532568.476994,62,hex_string_no_spaces,8da52e81baea556cd203fd2e347ac15d
can-train-and-test,test02,data/raw/can-train-and-test/set_04/test_02_unknown_vehicle_known_attack/speed-accessory-1.csv,speed-accessory-1.csv,20175669,529420,timestamp;arbitration_id;data_field;attack,"{""0"": 529370, ""1"": 50}","{""speed-accessory"": 50}",1672531200.0,1672531464.6979852,62,hex_string_no_spaces,2ad7405226bac034c86a7803890782cd
can-train-and-test,test02,data/raw/can-train-and-test/set_04/test_02_unknown_vehicle_known_attack/speed-accessory-2.csv,speed-accessory-2.csv,11605872,307067,timestamp;arbitration_id;data_field;attack,"{""0"": 307057, ""1"": 10}","{""speed-accessory"": 10}",1672531200.0,1672531353.512749,62,hex_string_no_spaces,8ff9a76291f2921095c31e9c4fdd2dbe
can-train-and-test,test02,data/raw/can-train-and-test/set_04/test_02_unknown_vehicle_known_attack/standstill-1.csv,standstill-1.csv,45606102,1208289,timestamp;arbitration_id;data_field;attack,"{""0"": 1207723, ""1"": 566}","{""standstill"": 566}",1672531200.0,1672531805.016939,62,hex_string_no_spaces,d385edf4e44354c0eaf5078920913781
can-train-and-test,test02,data/raw/can-train-and-test/set_04/test_02_unknown_vehicle_known_attack/standstill-2.csv,standstill-2.csv,23370239,614984,timestamp;arbitration_id;data_field;attack,"{""0"": 614960, ""1"": 24}","{""standstill"": 24}",1672531200.0,1672531507.433821,62,hex_string_no_spaces,0cf781f73260570adaa9019a855f9df1
can-train-and-test,test02,data/raw/can-train-and-test/set_04/test_02_unknown_vehicle_known_attack/systematic-1.csv,systematic-1.csv,20551827,541323,timestamp;arbitration_id;data_field;attack,"{""0"": 504198, ""1"": 37125}","{""systematic"": 37125}",1672531200.0,1672531452.1943312,2048,hex_string_no_spaces,0a9ea95d076c632e668c1e0eca1207db
can-train-and-test,test02,data/raw/can-train-and-test/set_04/test_02_unknown_vehicle_known_attack/systematic-2.csv,systematic-2.csv,17343447,456086,timestamp;arbitration_id;data_field;attack,"{""0"": 453827, ""1"": 2259}","{""systematic"": 2259}",1672531200.0,1672531426.9437308,2048,hex_string_no_spaces,d33b6bd30a4280ecc660f11acbafacf6
can-train-and-test,test03,data/raw/can-train-and-test/set_04/test_03_known_vehicle_unknown_attack/DoS-1.csv,DoS-1.csv,25795857,643807,timestamp;arbitration_id;data_field;attack,"{""0"": 631716, ""1"": 12091}","{""DoS"": 12091}",1672531200.0,1672531591.530289,55,hex_string_no_spaces,d9679197408a9120f2ac7d1149b4f895
can-train-and-test,test03,data/raw/can-train-and-test/set_04/test_03_known_vehicle_unknown_attack/DoS-2.csv,DoS-2.csv,28481072,709039,timestamp;arbitration_id;data_field;attack,"{""0"": 683731, ""1"": 25308}","{""DoS"": 25308}",1672531200.0,1672531638.715155,54,hex_string_no_spaces,739b85551abdffa5bf1a86d90686a8c3
can-train-and-test,test03,data/raw/can-train-and-test/set_04/test_03_known_vehicle_unknown_attack/double-1.csv,double-1.csv,50097196,1244063,timestamp;arbitration_id;data_field;attack,"{""0"": 1233676, ""1"": 10387}","{""double"": 10387}",1672531200.0,1672531964.5854762,54,hex_string_no_spaces,e1944499ca053b76d7604e586a0cabfb
can-train-and-test,test03,data/raw/can-train-and-test/set_04/test_03_known_vehicle_unknown_attack/double-2.csv,double-2.csv,27856480,695540,timestamp;arbitration_id;data_field;attack,"{""0"": 690926, ""1"": 4614}","{""double"": 4614}",1672531200.0,1672531628.187381,54,hex_string_no_spaces,77ad1b6e8363c55ef50f8a898828b335
can-train-and-test,test03,data/raw/can-train-and-test/set_04/test_03_known_vehicle_unknown_attack/force-neutral-1.csv,force-neutral-1.csv,21158090,527589,timestamp;arbitration_id;data_field;attack,"{""0"": 525869, ""1"": 1720}","{""force-neutral"": 1720}",1672531200.0,1672531525.924375,54,hex_string_no_spaces,8126df265a576bcae189c258eee611dd
can-train-and-test,test03,data/raw/can-train-and-test/set_04/test_03_known_vehicle_unknown_attack/force-neutral-2.csv,force-neutral-2.csv,19047891,475757,timestamp;arbitration_id;data_field;attack,"{""0"": 474378, ""1"": 1379}","{""force-neutral"": 1379}",1672531200.0,1672531494.009995,54,hex_string_no_spaces,19116eeca5381a2dc0013c3904cafffd
can-train-and-test,test03,data/raw/can-train-and-test/set_04/test_03_known_vehicle_unknown_attack/fuzzing-1.csv,fuzzing-1.csv,26438538,660170,timestamp;arbitration_id;data_field;attack,"{""0"": 631716, ""1"": 28454}","{""fuzzing"": 28454}",1672531200.0,1672531591.529839,2048,hex_string_no_spaces,abcfdff4c1f51d70b8e0a82ff6f2c5ee
can-train-and-test,test03,data/raw/can-train-and-test/set_04/test_03_known_vehicle_unknown_attack/fuzzing-2.csv,fuzzing-2.csv,26107792,650196,timestamp;arbitration_id;data_field;attack,"{""0"": 643639, ""1"": 6557}","{""fuzzing"": 6557}",1672531200.0,1672532182.575854,1961,hex_string_no_spaces,896505dc67fc1e14763df814fbd826f9
can-train-and-test,test03,data/raw/can-train-and-test/set_04/test_03_known_vehicle_unknown_attack/triple-1.csv,triple-1.csv,22022316,544385,timestamp;arbitration_id;data_field;attack,"{""0"": 491468, ""1"": 52917}","{""triple"": 52917}",1672531200.0,1672531504.588138,54,hex_string_no_spaces,d4679523cbda31c1a103e3e76202e1a7
can-train-and-test,test03,data/raw/can-train-and-test/set_04/test_03_known_vehicle_unknown_attack/triple-2.csv,triple-2.csv,28462391,703688,timestamp;arbitration_id;data_field;attack,"{""0"": 690926, ""1"": 12762}","{""triple"": 12762}",1672531200.0,1672531628.187424,54,hex_string_no_spaces,260d117e562d8a5dd86631e51959137f
can-train-and-test,test04,data/raw/can-train-and-test/set_04/test_04_unknown_vehicle_unknown_attack/DoS-1.csv,DoS-1.csv,15324766,402001,timestamp;arbitration_id;data_field;attack,"{""0"": 381441, ""1"": 20560}","{""DoS"": 20560}",1672531200.0,1672531390.5924911,63,hex_string_no_spaces,3f15a721e1333478277434348bcde6dc
can-train-and-test,test04,data/raw/can-train-and-test/set_04/test_04_unknown_vehicle_unknown_attack/DoS-2.csv,DoS-2.csv,15998666,416866,timestamp;arbitration_id;data_field;attack,"{""0"": 386218, ""1"": 30648}","{""DoS"": 30648}",1672531200.0,1672531393.036034,62,hex_string_no_spaces,ad8c594d03e0ff0bdf4d9b89309ea9a5
can-train-and-test,test04,data/raw/can-train-and-test/set_04/test_04_unknown_vehicle_unknown_attack/double-1.csv,double-1.csv,41185016,1092582,timestamp;arbitration_id;data_field;attack,"{""0"": 1087627, ""1"": 4955}","{""double"": 4955}",1672531200.0,1672531745.162143,62,hex_string_no_spaces,c34e656ef7ecb8f43f46348cf44e33dc
can-train-and-test,test04,data/raw/can-train-and-test/set_04/test_04_unknown_vehicle_unknown_attack/double-2.csv,double-2.csv,17526419,463001,timestamp;arbitration_id;data_field;attack,"{""0"": 454101, ""1"": 8900}","{""double"": 8900}",1672531200.0,1672531454.251147,62,hex_string_no_spaces,9ace13535ea2c6140aa38cdc3c4996d6
can-train-and-test,test04,data/raw/can-train-and-test/set_04/test_04_unknown_vehicle_unknown_attack/force-neutral-1.csv,force-neutral-1.csv,19220276,509087,timestamp;arbitration_id;data_field;attack,"{""0"": 507921, ""1"": 1166}","{""force-neutral"": 1166}",1672531200.0,1672531454.047636,62,hex_string_no_spaces,eb25cf2f137c3c891894471321c7cc3b
can-train-and-test,test04,data/raw/can-train-and-test/set_04/test_04_unknown_vehicle_unknown_attack/force-neutral-2.csv,force-neutral-2.csv,17227950,454206,timestamp;arbitration_id;data_field;attack,"{""0"": 454206}","{""force-neutral"": 0}",1672531200.0,1672531426.9280531,62,hex_string_no_spaces,a8ef9a8c2a9762672ad38f3cb9594789
can-train-and-test,test04,data/raw/can-train-and-test/set_04/test_04_unknown_vehicle_unknown_attack/fuzzing-1.csv,fuzzing-1.csv,46782254,1235992,timestamp;arbitration_id;data_field;attack,"{""0"": 1122478, ""1"": 113514}","{""fuzzing"": 113514}",1672531200.0,1672531761.2269351,2048,hex_string_no_spaces,d1b9bc0f82c14f2c7548162e1ce8b612
can-train-and-test,test04,data/raw/can-train-and-test/set_04/test_04_unknown_vehicle_unknown_attack/fuzzing-2.csv,fuzzing-2.csv,44490428,1167769,timestamp;arbitration_id;data_field;attack,"{""0"": 1161656, ""1"": 6113}","{""fuzzing"": 6113}",1672531200.0,1672531780.4120688,1935,hex_string_no_spaces,9519a6851197dc11300567de23d20b78
can-train-and-test,test04,data/raw/can-train-and-test/set_04/test_04_unknown_vehicle_unknown_attack/triple-1.csv,triple-1.csv,67253172,1780543,timestamp;arbitration_id;data_field;attack,"{""0"": 1749487, ""1"": 31056}","{""triple"": 31056}",1672531200.0,1672532074.363697,62,hex_string_no_spaces,ef7542aba7a0752865c11fbc2f02d250
can-train-and-test,test04,data/raw/can-train-and-test/set_04/test_04_unknown_vehicle_unknown_attack/triple-2.csv,triple-2.csv,24947957,661579,timestamp;arbitration_id;data_field;attack,"{""0"": 657520, ""1"": 4059}","{""triple"": 4059}",1672531200.0,1672531528.622719,62,hex_string_no_spaces,b4f4e9a187775c2bd27781cf66232c80
set_01,train_01,data/raw/can-train-and-test/set_01/train_01/DoS-1.csv,DoS-1.csv,3498722,90169,timestamp;arbitration_id;data_field;attack,"{""0"": 81030, ""1"": 9139}","{""DoS"": 9139}",1672531200.0,1672531256.038538,52,hex_string_no_spaces,8cda6b12fc7aa87472abaf2d97084e54
set_01,train_01,data/raw/can-train-and-test/set_01/train_01/DoS-2.csv,DoS-2.csv,12122150,311045,timestamp;arbitration_id;data_field;attack,"{""0"": 285091, ""1"": 25954}","{""DoS"": 25954}",1672531200.0,1672531397.101807,51,hex_string_no_spaces,be837e567516b9400996393c24599fed
set_01,train_01,data/raw/can-train-and-test/set_01/train_01/accessory-1.csv,accessory-1.csv,8085578,207704,timestamp;arbitration_id;data_field;attack,"{""0"": 207704}","{""accessory"": 0}",1672531200.0,1672531343.641347,51,hex_string_no_spaces,7b596c953a1a964b6b076ff43ed06f81
set_01,train_01,data/raw/can-train-and-test/set_01/train_01/accessory-2.csv,accessory-2.csv,8768770,226166,timestamp;arbitration_id;data_field;attack,"{""0"": 226166}","{""accessory"": 0}",1672531200.0,1672531356.531777,51,hex_string_no_spaces,11ecfbf83a9638609101c158a5cea74e
set_01,train_01,data/raw/can-train-and-test/set_01/train_01/attack-free-1.csv,attack-free-1.csv,75976161,1952833,timestamp;arbitration_id;data_field;attack,"{""0"": 1952833}","{""attack-free"": 0}",1672531200.0,1672532550.215714,51,hex_string_no_spaces,e9db0c3f3a2352a8f0c1132cd98c096f
set_01,train_01,data/raw/can-train-and-test/set_01/train_01/attack-free-2.csv,attack-free-2.csv,49385649,1265599,timestamp;arbitration_id;data_field;attack,"{""0"": 1265599}","{""attack-free"": 0}",1672531200.0,1672532074.9271538,51,hex_string_no_spaces,971ca4776fa22c872b7753922b0ff80e
set_01,train_01,data/raw/can-train-and-test/set_01/train_01/force-neutral-1.csv,force-neutral-1.csv,27754807,715435,timestamp;arbitration_id;data_field;attack,"{""0"": 708935, ""1"": 6500}","{""force-neutral"": 6500}",1672531200.0,1672531690.185172,51,hex_string_no_spaces,2ed5007f369bec2e30e9901662eca30c
set_01,train_01,data/raw/can-train-and-test/set_01/train_01/force-neutral-2.csv,force-neutral-2.csv,38541656,998485,timestamp;arbitration_id;data_field;attack,"{""0"": 997993, ""1"": 492}","{""force-neutral"": 492}",1672531200.0,1672532072.925852,51,hex_string_no_spaces,927ed5ed7eedaf11afd6573e45ccb748
set_01,train_01,data/raw/can-train-and-test/set_01/train_01/rpm-1.csv,rpm-1.csv,32695456,841053,timestamp;arbitration_id;data_field;attack,"{""0"": 837715, ""1"": 3338}","{""rpm"": 3338}",1672531200.0,1672531779.352093,51,hex_string_no_spaces,578ec136ef343c51b57270e70bf96043
set_01,train_01,data/raw/can-train-and-test/set_01/train_01/rpm-2.csv,rpm-2.csv,31718456,822459,timestamp;arbitration_id;data_field;attack,"{""0"": 822085, ""1"": 374}","{""rpm"": 374}",1672531200.0,1672531768.535581,51,hex_string_no_spaces,5720f173876d86a9165a4e8d46b529ae
set_01,train_01,data/raw/can-train-and-test/set_01/train_01/standstill-1.csv,standstill-1.csv,75978651,1955048,timestamp;arbitration_id;data_field;attack,"{""0"": 1952833, ""1"": 2215}","{""standstill"": 2215}",1672531200.0,1672532550.215075,51,hex_string_no_spaces,ff688c85c406d8a12ad16b7aaef89e72
set_01,train_01,data/raw/can-train-and-test/set_01/train_01/standstill-2.csv,standstill-2.csv,48937495,1267144,timestamp;arbitration_id;data_field;attack,"{""0"": 1265599, ""1"": 1545}","{""standstill"": 1545}",1672531200.0,1672532074.926166,51,hex_string_no_spaces,15f647257437b8922d0778932bff8c2d
set_01,test01,data/raw/can-train-and-test/set_01/test_01_known_vehicle_known_attack/DoS-3.csv,DoS-3.csv,5992583,154255,timestamp;arbitration_id;data_field;attack,"{""0"": 135032, ""1"": 19223}","{""DoS"": 19223}",1672531200.0,1672531293.360044,51,hex_string_no_spaces,64e10705e78c1c9560a569c101b30cd6
set_01,test01,data/raw/can-train-and-test/set_01/test_01_known_vehicle_known_attack/DoS-4.csv,DoS-4.csv,35705429,920350,timestamp;arbitration_id;data_field;attack,"{""0"": 884204, ""1"": 36146}","{""DoS"": 36146}",1672531200.0,1672531811.288168,51,hex_string_no_spaces,01c0d1df8aa001be91893a88dc0bbb94
set_01,test01,data/raw/can-train-and-test/set_01/test_01_known_vehicle_known_attack/force-neutral-3.csv,force-neutral-3.csv,35169260,904145,timestamp;arbitration_id;data_field;attack,"{""0"": 901913, ""1"": 2232}","{""force-neutral"": 2232}",1672531200.0,1672531823.7024689,51,hex_string_no_spaces,8c4d7b3edc06ab1e504edcf7276b80a3
set_01,test01,data/raw/can-train-and-test/set_01/test_01_known_vehicle_known_attack/force-neutral-4.csv,force-neutral-4.csv,32576569,839873,timestamp;arbitration_id;data_field;attack,"{""0"": 839614, ""1"": 259}","{""force-neutral"": 259}",1672531200.0,1672531781.0633671,51,hex_string_no_spaces,249c1139af446ad42792998608a33ff4
