dataset,model,sample_id,label,attack_type,vehicle,embedding_path,tsne_x,tsne_y
road,cmf_can,60060,0,normal,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,11.97030258178711,-46.74789047241211
road,cmf_can,244937,1,spoof,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-36.3912467956543,-23.327402114868164
road,cmf_can,233245,0,normal,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-0.599230945110321,-38.851078033447266
road,cmf_can,245133,1,spoof,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,31.313791275024414,-44.4969596862793
road,cmf_can,29063,0,normal,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,8.870110511779785,-47.13884353637695
road,cmf_can,234916,0,normal,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-0.356836199760437,-34.903175354003906
road,cmf_can,249195,1,spoof,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-34.951725006103516,-18.396242141723633
road,cmf_can,229640,0,normal,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,9.212545394897461,-31.197206497192383
road,cmf_can,250416,1,spoof,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-28.2877254486084,-51.86344909667969
road,cmf_can,243335,1,spoof,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-41.0557975769043,-32.76736831665039
road,cmf_can,238510,0,normal,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,7.467928886413574,-46.735469818115234
road,cmf_can,250359,1,spoof,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-26.961196899414062,-50.40387725830078
road,cmf_can,244964,1,spoof,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-38.56932067871094,-28.461881637573242
road,cmf_can,123877,0,normal,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,31.482587814331055,-31.889921188354492
road,cmf_can,29679,0,normal,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,24.73542022705078,-36.88499450683594
road,cmf_can,243333,1,spoof,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-41.14488983154297,-33.512420654296875
road,cmf_can,272736,0,normal,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,12.827744483947754,-34.99232482910156
road,cmf_can,240601,0,normal,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,9.559247016906738,-40.102134704589844
road,cmf_can,151066,0,normal,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-9.024535179138184,-48.502376556396484
road,cmf_can,247094,1,spoof,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,39.19045639038086,-28.51624870300293
road,cmf_can,249512,1,spoof,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-40.98528289794922,-30.363258361816406
road,cmf_can,226924,0,normal,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,11.087263107299805,-43.939266204833984
road,cmf_can,69727,0,normal,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,32.83338928222656,-43.34775924682617
road,cmf_can,231971,0,normal,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-4.6322526931762695,-45.004249572753906
road,cmf_can,117621,0,normal,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,11.709266662597656,-34.48208999633789
road,cmf_can,251950,1,spoof,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-28.538354873657227,-48.954368591308594
road,cmf_can,247186,1,spoof,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,36.661521911621094,-27.668508529663086
road,cmf_can,249643,1,spoof,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,37.44297790527344,-41.44621658325195
road,cmf_can,46798,0,normal,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,25.859691619873047,-33.13600158691406
road,cmf_can,47394,0,normal,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,27.278806686401367,-33.03380584716797
road,cmf_can,139290,0,normal,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,28.015668869018555,-41.96550369262695
road,cmf_can,60297,0,normal,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-2.1627469062805176,-30.590375900268555
road,cmf_can,252530,1,masquerade,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-26.722021102905273,-49.153560638427734
road,cmf_can,116636,0,normal,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-1.7932398319244385,-43.93617248535156
road,cmf_can,249496,1,spoof,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-43.91228485107422,-29.261371612548828
road,cmf_can,274074,0,normal,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,11.772348403930664,-31.711284637451172
road,cmf_can,251139,1,masquerade,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-32.929962158203125,-39.419395446777344
road,cmf_can,230257,0,normal,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,6.628823280334473,-45.38290786743164
road,cmf_can,124830,0,normal,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,26.768369674682617,-32.321510314941406
road,cmf_can,245102,1,spoof,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,31.92127227783203,-42.707237243652344
road,cmf_can,243178,1,spoof,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-31.41658592224121,-21.43925666809082
road,cmf_can,137686,0,normal,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,33.662235260009766,-35.84776306152344
road,cmf_can,261114,0,normal,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,6.0922980308532715,-32.77442932128906
road,cmf_can,246872,1,spoof,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-42.913143157958984,-31.66598892211914
road,cmf_can,247174,1,spoof,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,33.20982360839844,-28.819149017333984
road,cmf_can,247055,1,spoof,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,36.66425704956055,-30.270185470581055
road,cmf_can,246966,1,spoof,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,37.26967239379883,-29.087892532348633
road,cmf_can,38629,0,normal,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,8.537548065185547,-45.19020462036133
road,cmf_can,228758,0,normal,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,6.194246768951416,-37.89363098144531
road,cmf_can,244934,1,spoof,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-35.57723617553711,-26.868803024291992
road,cmf_can,264459,1,spoof,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-52.70895004272461,-15.350977897644043
road,cmf_can,246860,1,spoof,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-43.11050033569336,-34.03989791870117
road,cmf_can,244873,1,spoof,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-42.87813186645508,-21.927942276000977
road,cmf_can,250368,1,spoof,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-28.11855697631836,-53.45481872558594
road,cmf_can,153153,0,normal,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,11.406249046325684,-44.20335388183594
road,cmf_can,270042,1,masquerade,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-50.23847961425781,-18.75210189819336
road,cmf_can,252529,1,masquerade,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-34.21110534667969,-41.702911376953125
road,cmf_can,246979,1,spoof,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,38.94435501098633,-29.152267456054688
road,cmf_can,26321,0,normal,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,5.668295860290527,-31.48696517944336
road,cmf_can,243194,1,spoof,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-32.210533142089844,-25.34197425842285
road,cmf_can,250418,1,spoof,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-28.44355010986328,-52.340736389160156
road,cmf_can,279070,0,normal,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,32.72160720825195,-32.80701446533203
road,cmf_can,120077,0,normal,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,24.30872917175293,-33.72492980957031
road,cmf_can,261116,0,normal,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,5.469411373138428,-31.929344177246094
road,cmf_can,235452,0,normal,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-0.9749147891998291,-43.2696533203125
road,cmf_can,252580,1,masquerade,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-33.35430908203125,-44.412750244140625
road,cmf_can,275567,0,normal,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,23.618867874145508,-32.37937545776367
road,cmf_can,244904,1,spoof,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-42.12357711791992,-19.344942092895508
road,cmf_can,79296,0,normal,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,12.017942428588867,-39.27522659301758
road,cmf_can,151784,0,normal,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-0.17466312646865845,-50.978797912597656
road,cmf_can,224027,0,normal,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-7.7339348793029785,-49.505577087402344
road,cmf_can,249254,1,spoof,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-36.4366455078125,-20.70421600341797
road,cmf_can,269101,1,spoof,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-53.85531997680664,-16.562129974365234
road,cmf_can,249645,1,spoof,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,37.522117614746094,-41.74312210083008
road,cmf_can,245023,1,spoof,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-37.09462356567383,-31.456912994384766
road,cmf_can,246808,1,spoof,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-42.3323860168457,-28.494415283203125
road,cmf_can,247133,1,spoof,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,35.95914840698242,-28.798547744750977
road,cmf_can,246856,1,spoof,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-43.396141052246094,-33.385990142822266
road,cmf_can,153091,0,normal,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,9.887301445007324,-42.027366638183594
road,cmf_can,243337,1,spoof,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-41.82393264770508,-35.811546325683594
road,cmf_can,117114,0,normal,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,9.745232582092285,-31.191984176635742
road,cmf_can,239635,0,normal,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-6.344009876251221,-46.412227630615234
road,cmf_can,123246,0,normal,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,32.903411865234375,-34.19062423706055
road,cmf_can,40128,0,normal,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,2.652411937713623,-35.15910339355469
road,cmf_can,246990,1,spoof,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,34.800289154052734,-30.375324249267578
road,cmf_can,254226,1,fuzzing,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-49.24091720581055,-38.59425354003906
road,cmf_can,278876,0,normal,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,3.317331552505493,-26.45992088317871
road,cmf_can,251138,1,masquerade,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-37.824642181396484,-42.12256622314453
road,cmf_can,252558,1,masquerade,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-36.184120178222656,-39.82524490356445
road,cmf_can,236494,0,normal,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,13.405433654785156,-36.81742858886719
road,cmf_can,38801,0,normal,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-1.2171905040740967,-38.89944839477539
road,cmf_can,247088,1,spoof,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,35.22364807128906,-26.769319534301758
road,cmf_can,244905,1,spoof,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-34.9920654296875,-27.1850643157959
road,cmf_can,26788,0,normal,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-8.303389549255371,-48.919952392578125
road,cmf_can,29568,0,normal,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,6.808399677276611,-34.78155517578125
road,cmf_can,243149,1,spoof,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-31.803131103515625,-22.256641387939453
road,cmf_can,255509,1,masquerade,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-0.2869681715965271,-56.834903717041016
road,cmf_can,229168,0,normal,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-8.270089149475098,-48.76895523071289
road,cmf_can,119304,0,normal,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,0.9788783192634583,-30.426528930664062
road,cmf_can,249426,1,spoof,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-39.38448715209961,-24.624217987060547
road,cmf_can,245139,1,spoof,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,32.02268981933594,-44.497928619384766
road,cmf_can,243443,1,spoof,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,34.52733612060547,-42.24271774291992
road,cmf_can,38623,0,normal,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-0.7176839709281921,-33.40140914916992
road,cmf_can,121400,0,normal,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,39.80939483642578,-27.553020477294922
road,cmf_can,139693,0,normal,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,31.512069702148438,-40.56058120727539
road,cmf_can,246948,1,spoof,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,25.618558883666992,-37.99217987060547
road,cmf_can,139326,0,normal,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,29.405967712402344,-43.365577697753906
road,cmf_can,243428,1,spoof,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,34.50506591796875,-41.863990783691406
road,cmf_can,28441,0,normal,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,3.9806745052337646,-30.64725685119629
road,cmf_can,266524,1,masquerade,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-50.66761016845703,-17.85234832763672
road,cmf_can,232425,0,normal,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-3.6978960037231445,-44.348388671875
road,cmf_can,249683,1,spoof,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,37.79360580444336,-41.72701644897461
road,cmf_can,251924,1,spoof,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-29.91547203063965,-54.617313385009766
road,cmf_can,249196,1,spoof,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-39.28152084350586,-21.213281631469727
road,cmf_can,254952,1,malfunction,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,13.94526481628418,-36.32037353515625
road,cmf_can,249408,1,spoof,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-35.764305114746094,-20.44300079345703
road,cmf_can,27392,0,normal,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,12.025829315185547,-39.14958953857422
road,cmf_can,246865,1,spoof,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-40.60357666015625,-29.32964515686035
road,cmf_can,252978,1,spoof,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-29.668920516967773,-51.95298767089844
road,cmf_can,233131,0,normal,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-4.9717559814453125,-45.0633659362793
road,cmf_can,254248,1,fuzzing,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-49.27174758911133,-38.90973663330078
road,cmf_can,253431,1,masquerade,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-34.02458572387695,-43.7385368347168
road,cmf_can,226727,0,normal,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-6.157830238342285,-45.88231658935547
road,cmf_can,250401,1,spoof,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-28.286649703979492,-51.65483474731445
road,cmf_can,227064,0,normal,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-5.868605136871338,-43.452632904052734
road,cmf_can,124627,0,normal,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,24.386659622192383,-34.395912170410156
road,cmf_can,251972,1,spoof,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-30.89574432373047,-52.44544219970703
road,cmf_can,249507,1,spoof,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-42.372074127197266,-32.51571273803711
road,cmf_can,251152,1,masquerade,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-38.06830596923828,-42.70426940917969
road,cmf_can,244850,1,spoof,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-34.19355773925781,-27.572351455688477
road,cmf_can,251153,1,masquerade,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-33.7116813659668,-38.16720199584961
road,cmf_can,244993,1,spoof,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-43.12864303588867,-28.72483253479004
road,cmf_can,240841,0,normal,unknown,/home/lqa/VIDS/results/cmf_embeddings/road_cmf_can_embedding_sample.npy,-2.8350892066955566,-32.312110900878906
